Full Name,Draft Value,Initial State,Initial Team Color,Initial Ideology,Draft Year,Historic Retirement,Death Year,First Year Command,First Year Legislative,First Year Governing,First Year Judicial,First Year Military,First Year Administrative,Flip Date Year 1,Flip Date Year 2,Flip Date Year 3
Leondra Kruger,3,CA,Blue,Lib,2004,,,0,0,0,1,0,0,,,
Robby Mook,3,VT,Blue,Lib,2004,,,0,0,0,0,0,1,,,
Jared Kushner,3,NY,Red,Mod,2008,,,0,0,0,0,0,2,,,
Ted Froats,3,PA,Red,Mod,2008,,,0,0,0,0,0,1,,,
W Clifford Dunn,3,VA,Red,RW Pop,2012,,,0,0,0,0,0,1,,,
Jimmy Dimes,3,TX,Blue,Lib,2016,,,0,0,0,0,0,1,,,
John Proffitt,3,IL,Blue,Prog,2016,,,0,0,0,0,0,1,,,
Tyler Johnson,3,CA,Blue,Prog,2016,,,0,0,0,0,0,1,,,
C Karl Pratsch,3,AR,Red,Cons,2024,,,0,0,0,0,0,1,,,
Caleb Perry,3,VA,Blue,Lib,2024,,,0,0,0,1,0,0,,,
Cameron Penny,3,WY,Red,Mod,2024,,,0,0,0,0,0,1,,,
Jeffrey Bastow,3,MD,Red,Mod,2024,,,0,0,0,0,0,1,,,
Joshua Sweetman,3,AR,Blue,Prog,2024,,,0,0,0,0,0,1,,,
Simon Margolis,3,Ontario,Blue,Prog,2024,,,0,0,0,0,0,1,,,
William Outzen,3,MO,Red,Cons,2024,,,0,0,0,0,1,0,,,
Edward Hannegan,2.5,IN,Blue,Cons,1832,,1859,0,1,0,0,0,1,,,
James H Lane,2.5,IN,Blue,Cons,1840,,1866,0,1,0,0,1,0,1856,,
Logan H Roots,2.5,AR,Red,Mod,1868,,1893,0,1,0,0,1,0,,,
George Dewey,2.5,VT,Blue,Cons,1864,1916,1917,0,0,0,0,3,0,,,
Wallace Wilkinson,2.5,KY,Blue,Cons,1968,,2002,0,0,1,0,0,0,,,
Susan Molinari,2.5,NY,Red,Mod,1984,2012,,0,1,1,0,0,0,,,
John A Hyman,2.5,NC,Red,Lib,1868,,1891,0,1,0,0,0,0,,,
Tallulah Bankhead,2.5,CA,Blue,Prog,1928,,1968,0,0,0,0,0,0,,,
Ambrose Sevier,2.5,AR,Blue,Cons,1828,,1848,0,1,0,0,0,0,,,
William S Hamilton,2.5,IL,Red,Mod,1824,,1850,0,1,0,0,1,0,,,
John Nicholas,2.5,VA,Blue,Cons,1792,,1819,0,1,0,1,0,0,,,
Ebenezer Herrick,2.5,MA,Blue,Mod,1812,,1839,0,1,0,0,0,1,1824,,
William A Lake,2.5,MD,Red,Mod,1836,,1861,0,1,0,0,0,0,,,
Isaac Pigeon Walker,2.5,IL,Blue,Mod,1840,,1872,0,1,0,0,0,0,,,
Richard B Mason,2.5,VA,Blue,Mod,1824,,1850,0,0,1,0,1,0,,,
Cathay Williams,2.5,MO,Red,Lib,1872,,1893,0,0,0,0,1,0,,,
Charles Memorial Hamilton,2.5,FL,Red,Mod,1868,,1875,0,1,0,0,0,1,,,
Walter Flowers,2.5,AL,Blue,Mod,1960,1980,1984,0,1,0,0,0,0,,,
Joe Scarborough,2.5,FL,Red,Mod,1988,2000,,0,1,1,0,0,0,2016,,
John Morton,2.5,PA,Red,Mod,1752,,1777,0,1,0,1,0,0,,,
Richard Adams Jr,2.5,MA,Red,Mod,1752,,1788,0,1,0,0,0,1,,,
Henry Lee II,2.5,VA,Red,Cons,1756,,1787,0,1,0,0,1,0,,,
Joseph Hewes,2.5,NC,Red,Mod,1756,,1779,0,1,0,0,0,1,,,
Walter Livingston,2.5,NY,Red,Mod,1768,,1797,0,1,0,1,0,0,,,
Josiah Parker,2.5,VA,Red,Mod,1776,,1810,0,1,0,0,1,0,,,
Leonard Gansevoort,2.5,NY,Red,Cons,1776,,1810,0,1,0,0,1,0,,,
Thomas Hartley,2.5,PA,Red,Mod,1776,,1800,0,1,0,0,1,0,,,
Thomas Lynch Jr,2.5,SC,Blue,Mod,1776,,1779,0,1,0,0,1,0,,,
Benjamin Bourne,2.5,RI,Red,Mod,1780,,1808,0,1,0,1,0,0,,,
James Hillhouse,2.5,CT,Red,Cons,1780,1812,1832,0,2,0,0,0,0,,,
John Crittenden Sr,2.5,VA,Red,Mod,1780,,1809,0,1,0,0,1,0,,,
Peter Van Gaasbeck,2.5,NY,Red,Mod,1780,,1797,0,1,0,0,1,0,,,
Richard Howell,2.5,NJ,Red,Mod,1780,,1802,0,0,1,0,1,0,,,
Richard Potts,2.5,MD,Red,Mod,1780,,1808,0,1,0,1,0,0,,,
George Dent,2.5,MD,Red,Cons,1784,,1813,0,1,0,0,1,0,,,
Peleg Coffin Jr,2.5,MA,Red,Mod,1784,,1805,0,1,0,0,0,1,,,
Philip Barton Key,2.5,MD,Red,Cons,1784,,1815,0,1,0,1,0,0,,,
Pleasant Gardens McDowell,2.5,NC,Blue,Mod,1784,,1795,0,1,0,0,1,0,,,
Taylor Sherman,2.5,CT,Red,Mod,1784,,1815,0,1,0,1,0,0,,,
Thomas Blount,2.5,NC,Blue,Cons,1784,,1812,0,1,0,0,1,0,,,
Jacob Hufty,2.5,NJ,Blue,Lib,1788,,1814,0,1,0,1,0,0,,,
John Breckinridge,2.5,KY,Blue,Mod,1788,,1806,0,1,0,0,0,1,,,
William Helms,2.5,NJ,Blue,Mod,1788,,1813,0,1,0,0,1,0,,,
William Barry Grove,2.5,NC,Red,Trad,1792,,1818,0,1,0,0,0,0,,,
Charles Rich,2.5,VT,Blue,Mod,1796,,1824,0,1,0,1,0,0,,,
George Clinton Jr,2.5,NY,Blue,Lib,1796,,1809,0,1,0,0,0,0,,,
Henry W Livingston,2.5,NY,Red,Cons,1796,,1810,0,1,0,1,0,0,,,
Hugh Glasgow,2.5,PA,Blue,Mod,1796,,1818,0,1,0,1,0,0,,,
Jacob Crowninshield,2.5,MA,Blue,Mod,1796,,1808,0,1,0,0,0,1,,,
Joseph H Nicholson,2.5,MD,Blue,Cons,1796,,1817,0,1,0,1,0,0,,,
Joseph McIlvaine,2.5,NJ,Blue,Mod,1796,,1826,0,1,0,1,0,0,1824,,
Nicholas Van Dyke Jr,2.5,DE,Red,Cons,1796,,1826,0,1,0,0,0,1,,,
Howell Cobb Sr,2.5,GA,Blue,Cons,1800,,1818,0,1,0,0,1,0,,,
James J Wilson,2.5,NJ,Blue,Mod,1800,,1824,0,1,0,0,1,0,,,
John F Frelinguysen,2.5,NJ,Red,Mod,1804,,1833,0,1,0,0,1,0,,,
Peyton Randolph II,2.5,VA,Blue,Cons,1804,,1828,0,0,1,0,0,1,,,
Robert L Livingston,2.5,NY,Red,Mod,1804,,1836,0,1,0,0,1,0,,,
John W Campbell,2.5,OH,Blue,Mod,1808,,1833,0,1,0,1,0,0,1824,,
Alexander Porter,2.5,LA,Red,Mod,1812,,1844,0,1,0,1,0,0,,,
Armistead T Mason,2.5,VA,Blue,Cons,1812,,1819,0,1,0,0,1,0,,,
Bates Cooke,2.5,NY,Red,Mod,1812,,1841,0,1,0,0,0,1,,,
John Tipton,2.5,IN,Blue,Mod,1812,,1839,0,1,0,0,1,0,,,
Josiah S Johnston,2.5,LA,Blue,Cons,1812,,1833,0,1,0,1,0,0,,,
Thomas Buck Reed,2.5,MS,Blue,Mod,1812,,1829,0,1,0,0,0,1,,,
William A Trimble,2.5,OH,Blue,Mod,1812,,1821,0,1,0,0,1,0,,,
William G Blount,2.5,TN,Blue,Cons,1812,,1827,0,1,0,0,0,1,,,
Abel Upshur,2.5,VA,Red,Mod ,1816,,1844,0,1,0,0,0,1,,,
Cabell Breckinridge,2.5,KY,Blue,Cons,1816,,1823,0,1,0,0,0,1,,,
Jabez Huntington,2.5,CT,Red,Mod,1816,,1847,0,1,0,1,0,0,,,
James W Bates,2.5,AR,Blue,Cons,1816,,1846,0,1,0,1,0,0,,,
Richard Henry Wilde,2.5,GA,Blue,Cons,1816,,1847,0,1,0,0,0,0,,,
Daniel P Cook,2.5,IL,Blue,Mod,1820,,1827,0,1,0,0,0,1,1828,,
Harmar Denny,2.5,PA,Red,Mod,1820,,1852,0,1,0,0,0,0,,,
John M Robinson,2.5,IL,Blue,Mod,1820,,1843,0,1,0,1,0,0,,,
Joab Lawler,2.5,AL,Blue,Cons,1824,,1838,0,1,0,0,0,0,1832,,
John Calhoon,2.5,KY,Red,Cons,1824,,1852,0,1,0,1,0,0,,,
Pierce Mason Butler,2.5,SC,Blue,Cons,1824,1840,1847,0,0,1,0,1,0,,,
Robert Crittenden,2.5,AR,Blue,Mod,1824,,1834,0,0,1,0,1,1,,,
Robert Strange,2.5,NC,Blue,Cons,1824,,1854,0,1,0,1,0,0,,,
Samuel D Hubbard,2.5,CT,Red,Mod,1824,,1855,0,1,0,0,0,1,,,
John Black,2.5,MS,Blue,Cons,1828,,1854,0,1,0,1,0,0,1832,,
Solomon Downs,2.5,LA,Blue,Cons,1828,,1854,0,1,0,0,0,1,,,
William H Haywood Jr,2.5,NC,Blue,Mod,1828,,1852,0,1,0,0,0,1,,,
Alcee Louis la Branche,2.5,LA,Blue,Cons,1832,,1861,0,1,0,0,0,1,,,
Edward V Whiton,2.5,WI,Red,Lib,1832,,1859,0,1,0,1,0,0,,,
George H Proffit,2.5,IN,Red,Cons,1832,,1847,0,1,0,0,0,1,,,
Henry J Seaman,2.5,NY,Red,Mod,1832,,1861,0,1,0,0,0,0,,,
Isaac E Crary,2.5,MI,Blue,Mod,1832,,1854,0,1,0,0,0,0,,,
James G Clinton,2.5,NY,Blue,Mod,1832,,1849,0,1,0,1,0,0,,,
Stephen Adams,2.5,MS,Blue,Cons,1832,,1857,0,1,0,1,0,0,,,
Thomas M Woodruff,2.5,NY,Red,Mod,1832,,1855,0,1,0,0,0,0,,,
Thomas Whitney,2.5,NY,Red,Mod,1832,,1858,0,1,0,0,0,0,,,
William B Preston,2.5,VA,Red,Mod,1832,,1862,0,1,0,0,0,1,,,
Caleb Blood Smith,2.5,IN,Red,Cons,1836,,1864,0,1,0,1,0,1,,,
Charles B Calvert,2.5,MD,Blue,Cons,1836,,1864,0,1,0,0,0,0,,,
Henry Van Rensselaer,2.5,NY,Red,Mod,1836,,1864,0,1,0,0,1,0,,,
James B Ricaud,2.5,MD,Red,Cons,1836,,1866,0,1,0,1,0,0,,,
James Meacham,2.5,VT,Red,Mod,1836,,1856,0,1,0,0,0,0,,,
James T Hale,2.5,PA,Red,Lib,1836,,1865,0,1,0,1,0,0,,,
Joseph L Williams,2.5,TN,Red,Mod,1836,,1865,0,1,0,1,0,0,,,
Samuel F Swope,2.5,KY,Red,Cons,1836,,1865,0,1,0,0,0,0,,,
William S Damrell,2.5,MA,Blue,Mod,1836,,1860,0,1,0,0,0,0,,,
David S Kaufman,2.5,TX,Blue,Mod,1840,,1851,0,1,0,0,0,1,,,
Ebenezer Knowlton,2.5,ME,Red,Mod,1840,,1874,0,1,0,0,0,0,,,
Felix K Zollicoffer,2.5,TN,Red,Trad,1840,,1862,0,1,0,0,1,0,,,
George Grundy Dunn,2.5,IN,Red,Trad,1840,,1857,0,1,0,0,0,0,,,
James Dixon,2.5,CT,Red,Mod,1840,,1873,0,1,0,0,0,1,1868,,
John Appleton,2.5,ME,Blue,Mod,1840,,1864,0,1,0,0,0,1,,,
John T Mason Jr,2.5,MD,Blue,Mod,1840,,1873,0,1,0,1,0,0,,,
John Wentworth,2.5,IL,Blue,Mod,1840,1864,1888,0,1,1,0,0,0,1856,,
Roland Jones,2.5,LA,Blue,Mod,1840,,1869,0,1,0,1,0,0,,,
William Henry Sneed,2.5,TN,Red,Cons,1840,,1869,0,1,0,0,0,0,1856,,
William K Sebastian,2.5,AR,Blue,Cons,1840,,1865,0,1,0,1,0,0,,,
William Lowndes Yancey,2.5,AL,Blue,Cons,1840,,1863,0,1,0,0,0,0,,,
William S Ashe,2.5,NC,Blue,Cons,1840,,1862,0,1,0,0,1,0,,,
Bernhart Henn,2.5,IA,Blue,RW Pop,1844,,1865,0,1,0,0,0,0,,,
Charles J Biddle,2.5,PA,Red,Mod,1844,,1873,0,1,0,0,1,0,,,
George Foster Shepley,2.5,LA,Red,Mod,1844,,1878,0,0,1,1,0,0,,,
George R Riddle,2.5,DE,Blue,Cons,1844,,1867,0,1,0,0,0,1,,,
Harry Hibbard,2.5,NH,Blue,Mod,1844,,1872,0,1,0,1,0,0,,,
James Brown Clay,2.5,KY,Red,Mod,1844,,1864,0,1,0,0,0,1,,,
James Buffington,2.5,MA,Red,Mod,1844,,1875,0,1,0,0,0,0,,,
James S Green,2.5,MO,Blue,Cons,1844,,1870,0,1,0,0,0,1,,,
Samuel W Moulton,2.5,IL,Blue,Cons,1848,1884,1905,0,1,1,0,0,0,1896,,
Silas Bryan,2.5,IL,Blue,LW Pop,1848,,1880,0,1,0,1,0,0,,,
Thomas H Ruffin,2.5,NC,Blue,Cons,1848,,1863,0,1,0,0,1,0,,,
William Barksdale,2.5,MS,Blue,Trad,1848,,1863,0,1,0,0,1,0,,,
Elza Jeffords,2.5,MS,Red,Mod,1852,,1885,0,1,0,1,0,0,,,
John Edward Bouligny,2.5,LA,Red,Mod,1852,,1864,0,1,0,0,0,0,,,
John G Downey,2.5,CA,Blue,Cons,1852,,1894,0,1,1,0,0,0,,,
John Woodruff,2.5,CT,Red,Mod,1852,,1868,0,1,0,0,0,0,,,
Joseph G Wilson,2.5,OR,Red,Mod,1852,,1873,0,1,0,1,0,0,,,
Robert B Lindsay,2.5,AL,Blue,Cons,1852,1876,1902,0,1,1,0,0,0,,,
D Wyatt Aiken,2.5,SC,Blue,Trad,1856,,1887,0,1,0,0,1,0,,,
Dewitt Clinton Senter,2.5,TN,Red,Cons,1856,,1898,0,1,1,0,0,0,,,
Horace Harrison,2.5,TN,Red,Cons,1856,,1885,0,1,0,1,0,0,,,
Charles Hays,2.5,AL,Red,Cons,1860,,1879,0,1,0,0,1,0,,,
Horace Page,2.5,CA,Red,Trad,1860,,1890,0,1,0,0,1,0,,,
Joseph Rainey,2.5,SC,Red,Mod,1860,,1887,0,1,0,0,0,0,,,
Oliver P Snyder,2.5,AR,Red,Mod,1860,,1882,0,1,0,0,0,0,,,
Ossian Ray,2.5,NH,Red,Mod,1860,,1892,0,1,0,1,0,0,,,
George C McKee,2.5,MS,Red,Mod,1864,,1890,0,1,0,0,0,1,,,
Henry B Banning,2.5,OH,Blue,Lib,1864,,1881,0,1,0,0,1,0,,,
James H Platt Jr,2.5,VA,Red,Mod,1864,,1894,0,1,0,0,1,0,,,
Silas Adams,2.5,KY,Red,Mod,1864,,1896,0,1,0,0,1,0,,,
W H F Lee,2.5,VA,Blue,Cons,1864,,1891,0,1,0,0,2,0,,,
Arthur C Mellette,2.5,SD,Red,Mod,1868,,1896,0,0,1,0,0,1,,,
Charles H Sheldon,2.5,SD,Red,Mod,1868,,1898,0,0,1,0,1,0,,,
Charles Hopper Gibson,2.5,MD,Blue,Cons,1868,,1900,0,1,0,0,0,1,,,
Clinton L Cobb,2.5,NC,Red,Mod,1868,,1879,0,1,0,0,0,0,,,
E John Ellis,2.5,LA,Blue,Cons,1868,,1889,0,1,0,0,1,0,,,
Lafayette Lane,2.5,OR,Blue,Mod,1868,,1896,0,1,0,0,0,1,,,
Marriott Brosius,2.5,PA,Red,Mod,1868,,1901,0,1,0,0,0,0,,,
Richard Alsop Wise,2.5,VA,Red,Mod,1868,,1900,0,1,0,0,0,0,,,
Joseph Jorgensen,2.5,VA,Red,Mod,1872,,1888,0,1,0,0,0,1,,,
Lorenzo D Lewelling,2.5,KS,Red,Lib,1872,,1900,0,0,1,0,0,0,,,
John W Kern,2.5,IN,Blue,Prog,1876,,1917,0,1,0,0,0,0,,,
Stephen Mallory II,2.5,FL,Blue,Cons,1876,,1907,0,1,0,0,0,1,,,
Charles A Russell,2.5,CT,Red,Mod,1880,,1902,0,1,0,0,0,1,,,
Francis Cabot Lowell,2.5,MA,Red,Mod,1880,,1911,0,1,0,1,0,0,,,
George M Davison,2.5,KY,Red,Cons,1880,,1912,0,1,0,1,0,0,,,
George McBride,2.5,OR,Red,Mod,1880,,1911,0,1,0,0,0,1,,,
Henry Gage,2.5,CA,Red,Mod,1880,1912,1924,0,0,1,0,0,1,,,
James H Kyle,2.5,SD,Red,LW Pop,1880,,1901,0,1,0,0,0,0,,,
Robert B Smith,2.5,MT,Blue,LW Pop,1880,1904,1908,0,0,1,0,0,0,,,
William Bourke Cockran,2.5,NY,Blue,Cons,1880,,1923,0,1,0,0,0,0,,,
Alonzo Shuford,2.5,NC,Red,LW Pop,1884,1900,1933,0,1,0,0,0,0,,,
Benjamin Shively,2.5,IN,Blue,Lib,1884,,1916,0,1,0,0,0,0,,,
Bert Fernald,2.5,ME,Red,Mod,1884,,1926,0,1,1,0,0,0,,,
Frank A Briggs,2.5,ND,Red,Mod,1884,,1898,0,0,1,0,0,1,,,
Jonathan Dolliver,2.5,IA,Red,Lib,1884,,1910,0,1,0,0,0,0,,,
William E Russell,2.5,MA,Blue,Cons,1884,,1896,0,0,1,0,0,0,,,
Willis Sears,2.5,NE,Red,Mod,1884,1932,1949,0,1,0,1,0,0,,,
Amos W Barber,2.5,WY,Red,Mod,1888,,1915,0,0,1,0,0,1,,,
Roderick Dhu Sutherland,2.5,NE,Red,LW Pop,1888,,1915,0,1,0,0,0,0,,,
Thomas Kearns,2.5,UT,Red,Lib,1888,,1918,0,1,0,0,0,0,,,
William H Ellerbe,2.5,SC,Blue,Cons,1888,,1899,0,1,0,0,0,1,,,
Henry D Flood,2.5,VA,Blue,Cons,1892,1920,1921,0,1,0,0,0,0,,,
Martin Dies Sr,2.5,TX,Blue,Cons,1896,,1922,0,1,0,1,0,0,,,
William H Thompson,2.5,KS,Blue,Mod,1896,,1928,0,1,0,1,0,0,,,
Denver S Dickerson,2.5,NV,Blue,Lib,1900,,1925,0,0,1,0,0,0,,,
Sam Aaron Baker,2.5,MO,Red,Mod,1900,,1933,0,0,1,0,0,1,,,
Warren Gard,2.5,OH,Blue,Lib,1900,,1929,0,1,0,1,0,0,,,
William Hughes,2.5,NJ,Blue,Mod,1900,,1918,0,1,0,1,0,0,,,
William Oldfield,2.5,AR,Blue,Cons,1900,,1928,0,1,0,0,1,0,,,
Charles Hillman Brough,2.5,AR,Blue,Lib,1904,,1935,0,0,1,0,0,0,,,
Melvin McLaughlin,2.5,NE,Red,Cons,1904,,1928,0,1,0,0,0,0,,,
Nathan L Bachman,2.5,TN,Blue,Cons,1904,,1937,0,1,0,1,0,0,,,
Thomas Schall,2.5,MN,Red,Prog,1904,,1935,0,1,0,0,0,0,,,
Carl Van Dyke,2.5,MN,Blue,Lib,1908,,1919,0,1,0,0,0,0,,,
Menalcus Lankford,2.5,VA,Red,Mod,1908,,1937,0,1,0,1,0,0,,,
Wilbur L Adams,2.5,DE,Blue,Cons,1912,,1937,0,1,0,0,0,1,,,
Paul R Greever,2.5,WY,Blue,Cons,1916,,1943,0,1,0,0,1,0,,,
Charles F Hurley,2.5,MA,Blue,Mod,1920,,1946,0,0,1,0,0,1,,,
Kathryn O'Loughlin McCarthy,2.5,KS,Blue,Lib,1920,,1952,0,1,0,0,0,0,,,
Dewey Jackson Short,2.5,MO,Red,Cons,1924,1940,1979,0,1,0,0,0,1,,,
Francis J Myers,2.5,PA,Blue,Lib,1928,,1956,0,1,0,0,0,0,,,
Gracie Pfost,2.5,ID,Blue,Mod,1932,,1965,0,1,0,0,0,1,,,
Frank M Karsten,2.5,MO,Blue,Mod,1940,1968,1992,0,1,0,0,0,0,,,
Richard Neuberger,2.5,OR,Blue,Lib,1940,,1960,0,1,0,0,1,0,,,
William St. Onge,2.5,CT,Blue,Mod,1940,,1970,0,1,0,1,0,0,,,
Gillis William Long,2.5,LA,Blue,Mod,1948,,1985,0,1,0,0,1,0,,,
Leo Ryan,2.5,CA,Blue,Lib,1952,,1978,0,1,0,0,0,0,,,
Lurleen Wallace,2.5,AL,Blue,Trad ,1952,,1968,0,0,1,0,0,0,,,
William R Cotter,2.5,CT,Blue,Mod,1952,,1981,0,1,0,0,0,1,,,
Edward Madigan,2.5,IL,Red,Cons,1964,,1994,0,1,0,0,0,1,,,
Buddy Roemer,2.5,LA,Blue,Cons,1968,2012,2021,0,1,1,0,0,0,2012,,
Kay Granger,2.5,TX,Red,Mod,1968,,,0,1,1,0,0,0,,,
Bill Orton,2.5,UT,Blue,Cons,1976,,2009,0,1,1,0,0,0,,,
Bob Franks,2.5,NJ,Red,Mod,1976,,2010,0,1,0,0,0,1,,,
Jesse Ventura,2.5,MN,Blue,Mod,1976,,,0,0,1,0,0,0,,,
Norm Coleman,2.5,MN,Blue,Cons,1976,2008,,0,1,1,0,0,0,1996,,
Rand Paul,2.5,KY,Red,Trad,1988,,,0,1,0,0,0,1,,,
Alexander C Hanson Jr,2,MD,Red,Cons,1812,,1819,0,1,0,0,0,0,,,
Alice Roosevelt Longworth,2,RI,Red,Cons,1912,1940,1980,0,0,0,0,0,1,,,
Walter F Brown,2,OH,Red,Mod,1896,1936,1961,0,0,0,0,0,1,,,
Herschel Walker,2,TX,Red,RW Pop,1988,,,0,1,0,0,0,0,,,
Alexander Haig,2,CT,Red,Cons,1952,1988,2010,0,0,0,0,2,1,,,
Edwin M Randall,2,LA,Red,Mod,1848,1892,1895,0,0,0,1,0,0,,,
Macon Allen,2,MA,Red,Lib,1844,1876,1894,0,0,0,1,0,0,,,
Blanche Butler Ames,2,MS,Red,Mod,1872,1876,1939,0,0,0,0,0,1,,,
Charles King II,2,NY,Red,Mod,1872,1908,1933,0,0,0,0,1,0,,,
William Jennings Bryan Jr,2,AZ,Blue,Lib,1916,1964,1978,0,0,0,0,0,1,,,
W Michael Blumenthal,2,NJ,Blue,Mod,1952,1980,,0,0,0,0,0,1,,,
Anne Cox Chambers,2,OH,Blue,Mod,1944,1984,2020,0,0,0,0,0,1,,,
Martha Washington,2,VA,Red,Mod,1756,1796,1802,0,0,0,0,0,1,,,
Uriah Tracy,2,CT,Red,Cons,1780,,1807,0,2,0,0,0,0,,,
Francois Xavier Martin,2,LA,Blue,Mod,1788,1836,1846,0,0,0,1,0,1,,,
Horatio King,2,ME,Blue,Mod,1836,1864,1897,0,0,0,0,0,1,,,
James S Sherman,2,NY,Red,Cons,1880,,1912,0,1,1,0,0,0,,,
Henry Ossian Flipper,2,GA,Red,Mod,1884,1932,1950,0,0,0,0,1,0,,,
Marvin B Rosenberry,2,WI,Red,Mod,1896,1952,1958,0,0,0,1,0,0,,,
Edith Bolling Wilson,2,NJ,Blue,Lib,1900,1920,1961,0,0,0,0,0,1,,,
Ulysses S Grant III,2,NY,Red,Mod,1908,1928,1968,0,0,0,0,1,0,,,
Burnita Shelton Matthews,2,DC,Blue,Lib,1920,1988,1988,0,0,0,1,0,0,,,
Dean Acheson,2,CT,Blue,Mod,1920,1956,1971,0,0,0,1,0,2,,,
Eleanor Lansing Dulles,2,NY,Red,Lib,1920,1964,1996,0,0,0,0,0,1,,,
William J Wertz,2,KS,Red,Mod,1924,1964,1987,0,0,0,1,0,0,,,
John Coolidge,2,MA,Red,Cons,1932,1960,2000,0,0,0,0,0,1,,,
Joseph H Ball,2,MN,Red,Cons,1932,1952,1993,0,1,0,0,0,0,,,
William M Martin,2,MO,Blue,Mod,1932,1972,1998,0,0,0,0,0,1,,,
Clarence M Kelley,2,MO,Red,Cons,1936,1980,1997,0,0,0,1,0,0,,,
George C McGhee,2,TX,Blue,Cons,1940,1968,2005,0,0,0,0,0,1,,,
John B Anderson,2,IL,Red,Mod,1948,1980,2017,0,1,0,0,1,0,,,
Juanita Kreps,2,NC,Blue,Mod,1948,1980,2010,0,0,0,0,0,1,,,
Nicholas Katzenbach,2,NJ,Blue,Mod,1948,1968,2012,0,0,0,0,0,1,,,
Samuel Pierce,2,NY,Red,Cons,1948,1988,,0,0,0,0,0,1,,,
Arthur A Hartman,2,DC,Red,Mod,1952,1988,2015,0,0,0,0,0,1,,,
Charles Duncan Jr,2,TX,Blue,Mod,1952,1980,,0,0,0,0,0,1,,,
Gordon R Hall,2,UT,Red,Mod,1952,1992,,0,0,0,1,0,0,,,
Lew Allen Jr,2,TX,Red,Mod,1952,1984,2010,0,0,0,0,2,0,,,
Malcolm M Lucas,2,CA,Red,Mod,1952,1988,2016,0,0,0,1,0,0,,,
William Sessions,2,TX,Red,Mod,1956,1992,2020,0,0,0,0,0,1,,,
Donald Hodel,2,VA,Red,Trad,1960,1988,,0,0,0,0,0,1,,,
Rod Paige,2,TX,Red,Mod,1960,2004,,0,0,0,0,0,1,,,
Shirley S Abrahamson,2,WI,Blue,Mod,1960,2008,,0,0,0,1,0,0,,,
Fred Thompson,2,TN,Red,Cons,1968,2004,2015,0,1,0,0,0,0,,,
Joseph P Kennedy III,2,MA,Blue,Lib,2008,,,0,1,0,0,0,1,,,
Philip Reed,1.5,MD,Blue,Cons,1788,,1829,0,1,0,0,1,0,,,
Preston Brooks,1.5,SC,Blue,Trad,1844,,1857,0,1,0,0,1,0,,,
Joel A Matteson,1.5,IL,Blue,Mod,1836,,1873,0,0,1,0,0,0,,,
William Bebb,1.5,OH,Red,Cons,1828,1852,1873,0,0,1,0,0,0,,,
James F Simmons,1.5,RI,Red,Cons,1820,,1864,0,1,0,0,0,0,,,
Oakes Ames,1.5,MA,Red,Mod,1832,,1873,0,1,0,0,0,0,,,
James W Patterson,1.5,NH,Red,Mod,1848,1872,1893,0,1,0,0,0,0,,,
Stephen W Dorsey,1.5,AR,Red,Mod,1868,1880,1916,0,1,0,0,0,0,,,
Bull Andrews,1.5,PA,Red,Mod,1872,1912,1919,0,1,0,0,0,0,,,
Joseph R Burton,1.5,KS,Red,Mod,1880,1908,1923,0,1,0,0,0,0,,,
Alva Adams,1.5,CO,Blue,Mod,1876,1908,1922,0,0,1,0,0,0,,,
John W Langley,1.5,KY,Red,Mod,1896,,1932,0,1,0,0,0,0,,,
Herman Carl Andersen,1.5,MN,Red,Mod,1924,1964,1978,0,1,0,0,0,0,,,
William L Scott,1.5,VA,Red,Cons,1940,1980,1997,0,1,0,0,0,0,,,
John P Daley,1.5,IL,Blue,Lib,1972,,,0,1,0,0,0,0,,,
Martha Layne Collins,1.5,KY,Blue,Mod,1964,1988,,0,0,1,0,0,0,,,
Arlan Stangeland,1.5,MN,Red,Mod,1956,1992,2013,0,1,0,0,0,0,,,
Dan Rostenkowski,1.5,IL,Blue,Mod,1956,1996,2010,0,1,0,0,0,0,,,
Joe Walsh,1.5,IL,Red,Trad,1988,2020,,0,1,0,0,0,0,,,
Pegge Begich,1.5,AK,Blue,Mod,1964,1988,,0,1,0,0,0,0,,,
Nelson A Miles,1.5,MA,Blue,Mod,1864,1904,1925,0,0,0,0,2,0,,,
Winfield Scott Hancock,1.5,PA,Blue,Mod,1852,1884,1886,0,0,0,0,2,0,,,
John Bell Hood,1.5,TX,Blue,Cons,1856,,1879,0,0,0,0,2,0,,,
George Meade,1.5,PA,Red,Mod,1840,,1872,0,0,0,0,2,0,,,
William Alexander,1.5,NY,Red,Mod,1752,,1783,0,0,0,0,2,0,,,
Matthias Corwin,1.5,NJ,Blue,Mod,1788,,1829,0,1,0,0,0,0,,,
Edward St Loe Livermore,1.5,NH,Red,Mod,1788,1812,1832,0,1,0,0,0,0,,,
John Chandler,1.5,MA,Blue,Lib,1788,1828,1841,0,1,0,0,0,0,,,
Stephen Longfellow,1.5,MA,Red,Cons,1804,1824,1849,0,1,0,0,0,0,,,
Philip Phillips,1.5,SC,Blue,Cons,1832,1856,1884,0,1,0,0,0,0,,,
Samuel Clark,1.5,NY,Blue,Mod,1828,,1870,0,1,0,0,0,0,,,
Thomas B King,1.5,GA,Red,Mod,1828,,1864,0,1,0,0,0,0,,,
